,Modified_mistralai/Mixtral-8x7B-Instruct-v0.1_of_CV_Modelmistralai/Mixtral-8x7B-Instruct-v0.1
484," Vinnytsia IT Academy (Internship Project Manager)
• Prepared project TR and fixed requirements.
• Organized team meetings and assigned tasks to team members.
• Monitored task completion and prepared reports for customer and organizational meetings.

Taurus-Group (Project Manager/Account Manager)
• Managed clients through all stages of the logistics process.
• Controlled payments, prepared reports, customs, and delivery documentation.
• Accompanied company on all web projects and prepared presentations for webinars.
• Organized webinars.

SkillmePro (Project Manager)
• Prepared project documentation including project brief, TR for designer, layout designer, developers, targetologist, PPC specialist, and copywriter.
• Assigned tasks for the project and monitored team member implementation.
• Controlled payments and prepared project reports.
• Prepared presentations for webinars and organized webinars.

KNB-Studio (Kornienko-studio) (Assistant Project Manager/Account Manager)
• Accompanied studio clients through all stages of the project.
• Prepared project documentation including project brief and TOR for designer, layout designer, developers, targetologist, PPC specialist, and copywriter.
• Assigned tasks for the project and monitored team member implementation.
• Determined deadlines for task implementation and controlled deadlines.
• Coordinated all work with clients, defended studio solutions to clients, and fixed required edits with the preparation of technical requirements for the team.
• Controlled payments, prepared project reports, and received and processed client feedback on project tasks.
• Participated in team meetings and project discussions.
• Organized the recruitment process for the studio, conducted interviews, and managed internships."
485," Vogue Hotel Bodrum
2020-2022, Assistanant Manager
- Oversaw Kids Club operations, resulting in the highest reviews and ranking at the top of TripAdvisor, compared to the 2020 season.

2018-2019, Chief Kids Club
- Increased Kids Club popularity by 15% in 2019.
- Improved animator productivity by 20%, leading to a promotion to supervisor position.

2020 - 2022, Assistant Manager
- Managed day-to-day administrative activities, including schedules, reports, surveys, performance reviews, and staffing.
- Handled methodological, administrative, and financial decision-making.
- Oversaw inventory of goods in the warehouse.
- Collected, analyzed, and monitored attendance data.
- Conducted candidate searching, attraction, selection, and interviewing.

Rainier Transportation Inc.
2019 - 2020, HR Manager in American Logistic Company
- Sourced and selected drivers for goods transportation.
- Managed job posting, interviewed candidates, and collected necessary documents.
- Resolved difficult situations during loading and unloading.
- Provided telephone support.

Vogue Hotel Supreme Bodrum, Turkey
2015-2016; 2018-2019, Chief for Attendants
- Managed animator duties.
- Organized daily activities and schedules.
- Conducted staff training and mentoring.
- Handled HR administration.

Beauty Salon, Ukraine
2017 - 2018, Director
- Developed the name, logo, and marketing strategies.
- Created loyalty programs and managed customer base.
- Conducted accounting, cash flow management, and HR administration.
- Sourced suppliers and managed problem resolution.

StartUp «Babyliss», Ukraine
2016 - 2017, Project Manager
- Managed primary documentation, development of the name, logo, and marketing strategies.
- Sourced fabric suppliers and developed prints on clothes.
- Formulated costs and controlled subordinate duties.
- Conducted HR administration.

LLC «ERGOTEK», LLC «DREAM FOODS», «FISHMATIK», Ukraine
2012 - 2015, Accountant
- Complied with director’s instructions.
- Utilized specialized accounting software package Microsoft Office.
- Managed cash flow, banking operations, and HR administration.
- Prepared financial reports for management, and conducted accounting and tax accounting.
- Supported foreign trade activities and reconciled supplier and customer settlements.
- Maintained primary documentation and analyzed accounts receivable and payable."
486," Self-made Business Owner

* Founded and operated a successful postal delivery business, hiring and managing 7 employees

Volunteer, Russian War Against Ukraine

* Raised $40,000 for the Ukrainian army through fundraising efforts
* Produced trench candles and coordinated aid for displaced individuals
* Sent postcards to global leaders and utilized social media to raise awareness for international followers

Founder, Meest Postal-Logistic Departments

* Established two Meest postal-logistic departments in Netishyn and Slavuta
* Currently managing operations and providing postal and logistic services

Co-founder, Eco-Farm

* Co-founded and managed an eco-farm in Netishyn from 2017 to 2021

Elections Leader, Ukraine

* Led successful campaigns during Ukraine's Presidential, Parliamentary, and local elections in Netishyn from 2019 to 2020

Charity Project Organizer, Finland-Ukraine

* Organized a charity project between Finland and Ukraine in 2012, providing 15 tons of medical equipment to Ukrainian individuals with limited abilities and hospitals

Education

* Bachelor's degree in Environmental Engineering, Tampere University of Applied Sciences, Finland (2011-2015)
* Spatial Planning and Environmental Management, Dublin Institute of Technology, Ireland (Erasmus exchange, 2013)

Experienced project manager with a desire to develop and learn in the IT field. Skilled in management, fundraising, and coordination. Currently seeking opportunities to implement expertise into the IT industry. Available to relocate."
487," Project Management Professional

• Facilitated open communication with development team, management, users, and stakeholders to address their needs and preferences throughout the project.
• Devised and executed a series of successful measures to resolve crisis situations, enabling the project to recover in a timely manner.

VR Workplace

• Led the creation of a virtual office for a global communications holding, uniting employees from various locations worldwide, resulting in an innovative communication platform for distributed teams.
• Implemented an efficient project tracking and control system, improving project status understanding and preventing delays and budget overruns.
• Designed and implemented a project performance evaluation system, enabling timely problem identification and resolution.
• Maintained high customer or stakeholder satisfaction levels through exceptional project execution and consistent need fulfillment.
• Identified and managed potential project risks, preventing problems and maintaining strong performance indicators.
• Automated the monitoring and reporting process, reducing reporting time by 30% and increasing data accuracy.

Seeking opportunities that provide creative expression, competitive compensation, and career growth. Not interested in routine work or staying at the same level of career development."
488," Social Marketing Manager & Project Coordinator
January 2023 - present

Social Marketing Manager, Art and Health HUB by ZELO

* Developed and executed creative social media campaigns, resulting in a 30% increase in event registrations and participation
* Implemented a customer support system on social media, reducing response time to customer inquiries
* Created and curated engaging social media content, analyzed social media data, managed social media campaigns, and built relationships with social media influencers
* Wrote copy for social media posts, monitored and moderated community conversations, and stayed up-to-date with social media trends and best practices

Project Coordinator

* Led the ""BabyHealthyBite"" project, responsible for project budgeting, mind map, backlog creation, SOW, value proposition, and customer journey map building
* Formulated the project roadmap and established the organizational structure
* Consulted with clients of micro-businesses, providing guidance and support, resulting in a 90% customer satisfaction rate and improved retention

Head of Branch, PrivatBank
September 2015 - Dec 2022

* Organized the working flow of the branch and ensured operational efficiency and effectiveness, controlling the fulfillment of different standards and maintaining compliance with legal and regulatory requirements
* Worked with legal bodies and individuals to resolve issues and address concerns
* Provided expert guidance and support to clients of micro-businesses, assisting them in making informed financial decisions and fostering long-term business relationships

Skills & Expectations

* Strong leadership skills, analytical and strategic abilities, effective communication and interpersonal skills
* Organizational skills to manage multiple tasks and adhere to project timelines and objectives
* Seeking a supportive environment that values professional growth and encourages learning opportunities for continuous improvement
* Expect to work collaboratively with cross-functional teams, fostering clear communication and efficient project delivery, without heavy involvement in programming or software development aspects."
489," Here is your improved resume:

* Collaborated on the development of a law consulting web resource, contributing to:
	+ Website creation with a team of developers
	+ Design conception
	+ Logical structure development
	+ Client administration
	+ Management of cases processed through the website
* Managed the Pro Bono Lab platform as part of the Ukrainian Access to Justice School of Practice, responsible for:
	+ Gathering pro bono requests from non-governmental organizations
	+ Securing legal support from socially responsible pro bono partners in law and audit businesses
* Designed a Learning Course for social initiatives and NGOs, featuring:
	+ Identification of popular and desired topics through research
	+ Expert recruitment from law and audit firms
	+ Development of course module structure
	+ Creation of test cases
	+ Involvement in the filming process
	+ Supervision of the initial student cohort (30 participants)
	+ Conversion of learning course materials into a SCORM-package for Learning Management System integration

Please note that I have rephrased and restructured the content to enhance readability and emphasize your contributions and responsibilities."
490," **Experience**

* Founder and CEO, [IT Company], [Location] (2014-2022)
	+ Created and led a successful IT company for 8 years
	+ Managed up to 15 team members, with teams of up to 3 people and a maximum of 3 managers
	+ Currently overseeing 1 manager and 5 full-time developers, working on 1 product project
	+ Practiced and implemented Scrum and other Agile methodologies
	+ Utilized task tracking systems such as Asana, Trello, and GitHub
	+ Experienced in versioning systems including git
	+ Familiar with WebGL, three.js, and babylong.js
	+ Have worked with PHP for 3 years, with limited experience in PHP frameworks
	+ Aspire to build and lead successful teams, motivate people, and establish goals and plans
	+ Skilled in project time and money estimation
	+ Able to assist team in searching for technical solutions in complex cases
	+ Experienced in leading Scrum meetings and able to teach Scrum mastery

**Skills**

* Agile methodologies (Scrum, etc.)
* Task tracking (Asana, Trello, GitHub)
* Versioning (git)
* WebGL, three.js, babylong.js
* PHP
* Project estimation
* Team leadership and motivation
* Problem solving
* Scrum facilitation"
491," Manager and Theoretical Physicist with strong communication and management skills

• Managed and led people in various non-commercial projects, demonstrating capability in handling sensitive matters and resolving conflicts.
• Experienced in waterfall and Agile/Scrum project management methodologies, including PERT, GANTT, and CPM techniques.
• Proficient in using Linux, bash, Python, Lua, Git, MS Office, and MS Project.
• Skilled in numerical modeling with extensive scientific knowledge, having earned BSc, MSc in Theoretical Physics, and MSc in Nanoscience in Finland.
• Fluent in English, with basic Finnish, French, and ~B1 level German language skills.
• Familiar with C++, MySQL, PHP, HTML, and CSS.
• Previous experience with Delphi.
• Seeking intellectual challenges and motivated by professional growth, friendly work environment, and problem-solving opportunities."
492," • Result-focused professional with a high level of personal motivation, responsibility, and self-organization. Proven ability to build effective, long-term, trust-based relations with customers.
• Logical, analytical mindset, with the ability to structure and summarize large amounts of information.
• Excellent communication, prioritization, and problem-solving skills, gained through 5 years of experience in legal practice.
• Proven ability to boost the quality of project management through strategic thinking, flexibility, and coordination.

PROJECT MANAGEMENT EXPERIENCE:

Project A:
• Problem: Develop a solution for an outsourcing IT company to measure and trade against the client's and development team's satisfaction KPIs in a timely manner.
• Solution: Designed project health check dashboard based on the satisfaction score of key stakeholders.
- Defined project scope.
- Devised a ""12 click flow"" for project health checking.
- Designed a project health check dashboard based on the satisfaction score of key stakeholders.
- Managed tasks for a team of 4 other students.
- Performed Product Owner role.

Project B:
• Problem: Organize the development of special issues and migration from Tilda for the top 3 news agencies.
• Solution: Arranged migration to a Ukrainian web constructor and developed the special issues flow.
- Developed surveys for stakeholders to find out the top 5 must-have features in a new web constructor.
- Analyzed 30+ web constructors and integrated best practices into the special issues design process.
- Reduced the special issues design process time by 10%.
- Managed tasks for a team of 5 other students.

WORK EXPERIENCE:

AAL ""LF ""Pragnum""""
• 2019-Present
- Managed high-profile cases with multiple-level stakeholders.
- Simultaneously managed 7+ cases.
- Defended a client in a tax evasion case totaling 10 million UAH, which was closed due to lack of corpus delicti.
- Successfully represented a group of companies in a 2,000,000 USD dispute against the Deposit Guarantee Fund.

AAL ""PRAVOTA""
• April 2016 – January 2019
- Efficiently represented a client in a wealth tax (transport tax) dispute, saving the client 5,000 USD.
- Overruled a 10,000 CHF dope fine in a dispute against the National Wrestling Association."
493," Quality Manager & Marketing Assistant

• Revised and developed operational manuals from scratch for an Aviation Club, aligning with industry standards and enhancing operational efficiency, resulting in improved safety measures.
• Managed three successful master classes in Ukrainian cuisine in Germany, showcasing the richness of Ukrainian cultural traditions and promoting intercultural understanding.
• Pioneered a groundbreaking alternative medicine project, offering innovative and unique wellness solutions to individuals seeking holistic treatments.
• Experienced Quality Manager with a proven track record in ensuring compliance with safety standards and aviation regulations, developing quality control processes, conducting inspections, and implementing strategies to improve operational efficiency.
• Skilled Human Resources and Business Creation professional, with the ability to craft comprehensive business plans, handle the process of acquiring licenses and permits, and devise successful marketing strategies.
• Accomplished Assistant in a Marketing Company, conducting in-depth market research, analyzing consumer behavior, managing databases, and executing compelling marketing campaigns across digital platforms and physical events.
• Adaptable, resourceful, and committed to delivering excellence in various roles, including quality control, driving business growth, and executing successful marketing campaigns."
494," Worked as a Customer Excellence Consultant in an international environment (embassy). Developed confidence in negotiating and creating successful sales strategies. Also, managed exam registrations and built strong relations between teams. Primary responsibilities included fruitful client communication, with a consistent drive to enhance translation and proofreading skills. Resulting in creating and editing advertising materials for the company’s website.

Notably, I developed and implemented a Facebook chat-bot project with the Marketing team’s assistance. This accomplishment improved the customer journey, reducing the typical requests that required personal resolution.

Seeking to join a friendly and creative team, aiming to obtain and develop Project Management skills, learn new tactics and tools to establish a proactive liaison with clients, and contribute to the company's growth."
495," INFORMAL EDUCATION & CERTIFICATIONS

· Digital Law - BCA Company
· Professional Certificate in Project Management - Coursera (In Progress)
· The Project Management Course: Beginner to PROject Manager - Udemy
· Agile Fundamentals: Including Scrum and Kanban - Udemy (2022)
· Business Fundamentals: Corporate Strategy - Udemy
· Business Fundamentals: Marketing Strategy - Udemy
· Basics of Team and Project Management in IT - Prometheus
· Basics of Project Management - Prometheus
· IT Product from Scratch: Where to Start and How to Develop? - Prometheus
· Modern Leadership (The Art of Breaking the Rules) - Prometheus
· HR Career: Roles, Competencies, and Challenges - Prometheus

WORK EXPERIENCE

IT-Law Teacher, IT-Academy ""STEP""
· Taught IT law courses to students

Dean's Office Manager, Faculty of Cybersecurity and Information Technologies
· Managed documentation and personal data
· Created various types of documents (agreements, NDAs, financial documents)
· Communicated with stakeholders and negotiated with partners
· Oversaw HR management, event planning, and organization
· Streamlined workflow
· Successfully handled multiple projects while meeting deadlines

Lawyer, IT Company HOSTING.UA
· Managed HR and personal data
· Provided legal consulting
· Specialized in personal data and intellectual property law
· Prepared legal documentation

Please note that the information in the revised resume strictly adheres to the details provided in the original resume. No additional skills or experiences have been added."
496," Key achievements:

* Connected 9 new customers in the HoReCa and retail sectors, including chain restaurants such as ""Puzata Khata"" and ""Mafia.""
* Developed and launched ""Daily Pizza"" departments from scratch, opening 6 locations.
* Implemented custom projects for the ATB group of companies.
* Created and implemented KPIs for ""Daily Pizza"" and retail staff.
* Optimized and centralized category assortment.
* Developed and introduced the ""Value Proposition"" for the ""Culinary"" division.
* Designed planograms from scratch.
* Achieved a 28% increase in LFL category maintenance.

Experience:

* Worked in commercial procurement in the FMCG sector, holding positions from assistant procurement manager to category manager.
* Managed categories and implemented projects as a procurement professional.
* Served as Key Account Manager, responsible for finding and connecting new B2B customers and supporting their developments.

Goal:

* To transition experience in the FMCG sector to the digital realm and fully realize managerial potential."
497," Worked on various projects, requiring close-knit team collaboration. Spearheaded a team analyzing web3 market projects, gathering and defining technical team requirements. Gained experience in strategic planning for project development in diverse foreign markets.

Previous role: Revenue Manager.

Aspiring to management development, interested in Project Manager or Business Analyst positions.

Though I have not held those titles, I am confident in my ability to quickly learn and apply all necessary tools to benefit the company. Seeking a role with a direct impact on company prosperity, enhancing my professional standing. Interested in interacting with people, establishing processes, and creating innovative solutions with global impact."
498," Finished Project Manager course at Hillel with honors.

* Achieved overfulfillment of completed inquiries for six consecutive months while working at Kyivstar.

Work Experience:

1. Kyivstar (November 2018 - February 2"
499," Projects (IT/LEAN/Staff Development/Supply)

1. Proposed and implemented IT projects: ""Bill of materials process automation"" and ""MRP in SAP"", resulting in $34K annual savings.
2. Executed supply projects: ""ABC and XYZ methodology for inventory stocks analysis"", ""New supplier implementation"", and ""Implementation of a new glue using scheme"", leading to $163K annual savings.
3. Implemented IT projects and process improvements, optimizing by 2 FTE, including ""SAP GUI Automation"" and ""Automation of data People cycle consolidation"".
4. Managed a students’ probation scheme, resulting in 72 participants.
5. Developed and conducted trainings, educating over 600 individuals.

Work Experience (7 years in FMCG company)

* Proficient in web development process and languages, including HTML/CSS/JS.
* Skilled in Project Management processes, created technical specifications, and project documentation.
* Demonstrated expertise in risk and crisis management, people management, and negotiation with suppliers/subcontractors.
* Experienced in budget and timing planning and cost reduction strategies.
* Built and controlled business processes and documentation, involved in remote recruitment.
* Supported staff performance reviews and personal development processes.
* Prepared presentations for clients and conducted trainings for staff.
* Proficient in business correspondence.

Languages:

* Polish –Elementary level

Preferred:

* Challenging projects
* Multinational environment
* Personal and professional development opportunities
* Permanent position
* Friendly atmosphere"
500," PR Team Manager, Startup Incubator

* Developed and implemented strategic plans to elevate company's brand and reach
* Managed day-to-day operations, ensuring efficiency and smooth workflow
* Organized and moderated brainstorming sessions, meetings and events
* Facilitated communication with regular partners, building and strengthening relationships
* Planned and executed activities from conception to completion, tailored to specific goals and target audience
* Assigned tasks, monitored results and ensured timely completion

Project Manager, Hack-A-Train & Hack For Locals

Hack-A-Train:

* Secured train booking and arranged branding for hackathon event
* Managed local marketing, ensuring strong application turnout
* Coordinated catering services to provide for participants
* Organized logistics, including transportation and accommodation
* Provided stationery and printed materials for event use
* Controlled and managed all processes throughout the 30-hour train journey

Hack For Locals:

* Managed local marketing and application process
* Engaged companies and government agencies for event participation
* Fostered partner relationships, ensuring seamless collaboration
* Secured prizes for hackathon winners
* Translated event texts and marketing messages from English to Ukrainian
* Provided on-site assistance during the event

Actively seeking new challenges and opportunities with a values-aligned team in a positive corporate culture."
501," Here is your updated resume:

Project Coordinator
Currently working as a Project Coordinator at a big international FMCG company, responsible for coordinating and controlling the implementation of Global Point of Sale project in Ukraine & Eurasia.

Experience:

* Project Coordinator Ukraine & Eurasia
* Full coordination and control of Global Point of Sale project implementation in Ukraine & Eurasia
* Coordinating 6 specialists across the region
* Point Of Sales Materials Coordination and management of budgeting process across markets (Ukraine & Eurasia) and alignment with all Categories (Marketing Leaders)
* Preparation and communication of briefs with agencies for production and logistics of trade equipment and Point Of Sales Materials
* Control of Point Of Sales Materials and trade equipment procurement process at all stages: briefing, budgeting, production, warehousing, placing in retail
* Coordination of initiatives and target interventions towards Global KPIs
* Support for effective implementation of Global goals and priorities in cooperation with 3rd parties
* Communication and timing leading between Marketing and Trade marketing to deliver all materials for New Product Development point of sale materials & trade equipment production
* Checking and confirmation of cost estimation for design services for Ukraine and Eurasia markets
* Checking and confirmation of documents and payments between the company and 3rd party companies

Education:

* Finished IT Project Management course in Projector in the end of 2021

Career Goal:
Looking forward to developing project manager skills in IT and being a part of a great team."
502," Senior Sales Professional with Autotransport Company in the US, based out of Florida. Currently holding a senior position with 5+ years of experience, specializing in managing individual transportation projects from start to finish, ensuring client and driver needs are met.

- Consistently recognized as the best sales of the day
- Handled an additional project of heavy-load transportation
- Received numerous positive customer reviews
- Achieved sales goals for 5 consecutive years
- Trusted with taking care of the rating board for the company due to high problem-solving skills

Proficient in CRM, Trello, DocuSign, Confluence, and Jira. Currently seeking to apply my project management skills to the IT sector and have completed Project Management courses at Hillel IT School with an excellent score. Known for completing all tasks, providing excellent service, meeting deadlines, and taking initiative."
503," Worley
Senior Project Engineer
March 2021 - May 2"
504," Positions:

1. Project Manager at IT HB - Managed IT projects for 6 months at [www.it-hb.org](http://www.it-hb.org)
2. IT Business Analyst at Promocore - Performed information technology business analysis for 4 months at [http://promoco.re](http://promoco.re)
3. Network and System Administrator at Vinnitsіa National Technical University - Designed and developed a corporate network for the educational building of the faculty of computer systems and optical engineering departments. Utilized VLAN, WiFi, WPA 2, ACL, WDS, CAP manager, Squid Server, Radius Server, Teamviewer Server, Local connections to computers with video surveillance systems. Worked for 3 years and 5 months at vntu.edu.ua

Projects:

1. ChiliPizza - Designed, laid out, and purchased the domain. Configured DNS, filled with information, integrated JS site menu, and 3D tour. Developed a site that met all customer needs without SEO and SMM. [www.chilipizza.vn.ua](http://www.chilipizza.vn.ua)
2. Joht & Alex Transport Company - In process. Providing website development, consulting, business analytics, branding, SEO, and SMM services. [www.ja-bus.com](http://www.ja-bus.com)
3. IROOM - [http://iroom.ua](http://iroom.ua)
4. EcoCITIZENS - Designed and developed an information system for environmental monitoring using microcontrollers Arduino and the site. Developed an ASP.NET website using MVC and SQL server. [EcoCITIZENS.ua](http://EcoCITIZENS.ua)
5. Site of Department of Business Economics and Production Management VNTU - Developed Front-End, Back-End and MySQL database for the project. Utilized the latest version of CMS WORDPRESS with a custom theme. Configured web server and FTP server. epvm.vntu.edu.ua
6. Development of the system management and optimization of solar collector - Developed a system for managing solar collectors in automatic mode with the ability to connect to the system ""Smart home heating.""
7. Development of intelligent home heating system - Optimized building heating systems with alternative energy sources.

Skills:

* Experienced in the full software development life cycle (SDLC), Agile, and Scrum
* Proficient in the development of commercial proposals, project plans, project management, monitoring, and control
* Skilled in integrated change control, project closure, and working with tools such as Trello, Slack, Asana, Worksection, MS Project, Mind-maps, and MS Visio
* Experienced in content management, time management, cost management, quality management, human resource management, communication management, risk management, change management, and product delivery management
* Proficient in developing sites and platforms for e-commerce, corporate, and forums
* Knowledgeable in UI/UX principles and guidelines
* Familiar with CMS and framework recommendations, mobile app development, and programming languages
* Basic understanding of SEO and SMM."
505," Here is your improved resume:

---

**JOHN DOE**

*Contact Information:*
[Insert contact information here]

**Summary:**
Multi-skilled entry-level project manager, doctor, teacher, and PhD with extensive experience in organizing social and volunteer projects and a master's degree in Public Management and Administration.

**Skills:**

* Communicability and responsibility
* Teaching and time management
* Public relations, leadership qualities, and team management
* Purposefulness, and ability and desire to learn quickly

**Education & Certifications:**

* Kharkiv National Medical University: Assistant of Department of Internal Medicine №1 (2018-...)
	+ Teaching foreign students in English, online learning organization, time management, lesson plans development, educational e-courses creation.
* Kharkiv City Hospital №27: Physician-Therapist (2016-2018)
	+ Diagnosis and treatment of internal diseases, assistance with healthcare organization.
* ""IT Project Management"" course, A-level Ukraine: 2022
	+ Successful defense of a home e-commerce website development planning project.
* ""IT Project Management"" course, ITEA: 2022
	+ Successful completion of homework on planning a mobile application project for the university.
* Master's degree in Public Management and Administration
* PhD

**Experience:**

* Regional Healthcare Trade Union - Youth Council Head (2016-...)
	+ Implementation of youth policy in trade unions for labor, socio-economic rights and interests of trade union members protection, organization of cultural, recreational, creative and educational events, volunteer projects.
* Student Council of KNMU - Head of Volunteering (2013-2016)
	+ Volunteer and social projects creation and implementation, stakeholder management, scope management, time management, cost management, risk management, procurement.
* Webline Promotion: Copywriter (2017-2019)
	+ Writing unique articles on medical and other topics in compliance with customers' technical specifications.
* JDI Studio: Copywriter, Editor, Head of Medical Department (2020-2021)
	+ Communication management, organization of other copywriters' work, quality management.
* Children's Medical Center ""Neboleika"": Receptionist-administrator (2013-2017)
	+ Expectations management, communication management, doctors' appointments organization, patients' registration, schedule management, cashier work, documentation processing, conflict management.

---

I hope this revised version effectively highlights your qualifications and achievements. Good luck with your job search!"
506," Project Manager, Engineering Company (2021 - Present)

* Personally closed $2M in transactions under 2 months
* Concluded agreements with 2 large construction companies
* Managed a total of $12M in transactions within 10 months
* Pursuing Data Warehouse and Business Intelligence (DWBI) studies at EPAM (Autumn 2021)
* Demonstrate strong strategic vision, persuasive communication, and negotiation skills
* Managed project team to achieve common goals and effectively handle unforeseen risks

Business Developer, Network Coffee Shops (2019 - 2021)

* Managed and motivated coffee shop staff to exceptional performance
* Opened three new store locations, increasing network size by 200%
* Increased annual revenues by 1500%, from $80K to $1.2M within 11 months
* Implemented effective marketing strategies and maintained financial records with precision

Skills:

* Strategic Planning and Execution
* Persuasive Communication and Negotiation
* Team Management and Motivation
* Financial Accounting and Analysis
* Marketing Strategy and Implementation
* Problem-solving and Risk Management
* Business Intelligence and Data Warehousing

Experience:

* 10+ months in Project Management
* 2+ years in Business Development

Education:

* Pursuing Data Warehouse and Business Intelligence (DWBI) studies at EPAM (Autumn 2021)"
507," Self-Employed
(2021 - Present)

* Developed and implemented a customer acquisition strategy for mobile game booster service, resulting in a steady base of loyal customers and passive income stream
* Managed brand image and perception in the market
* Negotiated contracts and services with clients

Glaz Systems
(2018 - 2021)
Business Development Manager

* Managed B2B sales in the IT industry, resulting in expanded client network and increased revenue
* Oversaw account management, including building and maintaining relationships with key clients
* Designed and implemented processes to improve efficiency and streamline operations
* Developed a partner network to expand business reach and offerings
* Wrote Software Requirement Specifications for the development team, incorporating client's requests for service improvements
* Managed a team, handling conflicts, delegating tasks, and conducting meetings
* Organized business trips, attended industry exhibitions, and negotiated with large HORECA businesses
* Controlled payments, processed documentation, and managed report generation

ШКОЛА ОСТАННЬОГО КАПІТАЛІСТА (Project Employment)
(Aug - Sep 2023)

* Managed requirements and task management for EdTech project
* Wrote technical documents and contributed to course program development
* Defined product vision and direction

BalancUй Team
(Jun 2023 - Present)

* Co-founded and managed project to assist trainees in gaining work experience
* Currently overseeing two projects:
	1. DefendUAId: Assisting the Armed Forces of Ukraine by providing verified funds and Telegram channels for donations.
	2. BalancUй: Developing comprehensive time management application for web, iOS, and Android."
508," Here is the improved resume:

---

Experience:

1. Teacher of English and Italian languages (6+ years)
* Taught English and Italian to various levels of students
* Developed and implemented lesson plans and curriculum
* Assessed student progress and provided feedback

2. Marketologist (4 years)
* Created marketing descriptions for products in English and Italian
* Entered descriptions into databases

3. IT Project Manager (1+ year)
* Led 5+ projects simultaneously and provided support
* Conducted business analysis, created project documentation, and managed customer expectations
* Proficient in Waterfall and Agile practices (Scrum, Kanban)
* Utilized project management tools such as Trello, JIRA, etc.
* Planned projects, set milestones, and delivered projects on time and within scope
* Managed resource planning and daily work plans
* Prioritized and distributed tasks, monitored and controlled project progress
* Possess advanced English skills (oral and written, business correspondence, English teaching)
* Strong communication skills (active listening, conflict mitigation), stress resistance
* Demonstrated leadership and organizational abilities

Education:

1. Project management school, certificate received (May, 2018 - July, 2018)
2. Project management and philosophy course, Coursera (August, 2019)

Books:

* ""The Black Book of the Manager""
* ""The White Guard of the Manager""
* ""Scrum and XP: from the trenches""
* ""Roman Savin - Testing dotcom""
* ""Scrum and Kanban - squeezing out the maximum""
* ""Tom de Marco - Deadline""
* ""Karl Sewell - Customers for life""
* ""Maxim Ilyakov, Ludmila Saricheva - Writing, reducing""

Values:

* A great team of managers and developers who support each other and share the same goal of understanding the client and providing the best solution
* Thorough business analysis at the beginning of the project
* Honesty
* Competitive salary."
509," IT Project Management Professional

* 9+ years of experience in project management, successfully organizing and executing international conferences
* Certified in IT Project Management and Technical Skills for PMs & BAs
* Proven abilities in sales, brand promotion, and customer acquisition
* High-performance in negotiations and communication with top level representatives of international companies
* Analytical thinker and problem solver with strong ability to seek solutions and switch professional domains easily
* Experienced in team management, with a proven track record in goal setting, motivation, coaching, conflict resolution, hiring, and retention
* Efficient, dedicated, and quick learner, seeking to gain new skills and contribute to a company's development and prosperity

Core Competencies:

* Project Management
* Sales and Business Development
* Negotiation and Communication
* Team Leadership and Management
* Time Management and Organization
* Analytical Thinking and Problem Solving

Career Objective:
To join a highly motivated and open-minded team in an IT company that offers a challenging and stimulating environment, to realize my excellent management and communication skills, and to maximally contribute to the company's development and prosperity."
510," Here is the improved resume:

---

**HR Assistant**

* Revamped company values document and benefits system, enhancing workflow and employee satisfaction.
* Gained expertise in IT business, including organization, time management, talents/resources management, leadership, Jira, Google, and Slack administration.
* Led engagement meetings and 1:1s, addressing problems and conducting trainings.
* Created company documents and practiced Excel, SAP, and cross-functional collaboration.

**Project Management Learning Course Graduate**

* Prepared technical documentation and built Gantt charts, road maps, and timelines.
* Created mock-ups and improved planning and prioritizing skills.
* Learned Scrum frameworks, Agile methodology, and Kanban methodology.

**Professional Experience**

* Two years of experience in international product and IT consulting companies.

**Goals**

* Seeking a company where skills can be utilized and where valuable experience can be gained for future company development. Certificate available on LinkedIn.

---

Note: This revised resume accurately represents the candidate's qualifications, experiences, and skills without adding any unverified details."
511," Keeping high standards

* Increased company profits through a collaborative team approach and attention to detail
* Resolved issues methodically and without panic, seeking win-win solutions
* Prioritized customer and team satisfaction as a primary work goal

Currently residing in Kyiv, with experience in managing for American and European markets

Management Experience:

* 5+ years as a retail department store leader, specializing in luxury perfume, cosmetics, and interior design items
* Utilized Agile Methodology (Scrum, Kanban) to optimize work processes and achieve team success

Team Leadership and Development:

* Fostered a friendly and goal-oriented team environment
* Coached team members, utilizing an individualized approach to enhance performance

Additional Skills and Interests:

* Passionate about understanding the human mind, with a focus on detecting keys to success
* Seeking to apply management skills to a new industry as a trainee/junior project manager"
512," Here is your updated resume:

• Since 2015, co-founder of three companies specializing in management (repair works, complex maintenance of residential objects repair) and trade
- Opened five stores with a total of 26 employees; currently operating three stores with a total of 18 employees
- Over 30 people of total personnel management experience

February-November 2011: Translator

December 2014 - September 2015: Lecturer at the Lviv Danylo Halytskyi Medical University, Department of Ukrainian Studies (teaching Ukrainian language to foreigners)

September 2015 - present: Lecturer at Lviv Ivan Franko National University

Seeking opportunity to start a new career as a PM Assistant / Business Analyst Assistant and grow in the IT field. Ready to utilize all personal qualities, knowledge, and experience to achieve common goals. Able to communicate effectively with customers and precisely set tasks for the team. Not afraid of working with new information and capable of quickly grasping new concepts. A friendly team atmosphere, transparent relationships with leaders, and receiving feedback are important for personal and professional growth."
