,CV
469,"- Reducing the cost of equipment rental by 85%;
 - Successful provision of production with technical resources outside the country from scratch;
 - Effective budget management;
TOP-5 things I can successfully perform: project planning, team organization, control of processes, deadlines and budget, optimization of processes for the best result, risk management.
I've worked with programs such as Asana, Jira and Confluence.
For a long time I have worked as a line producer in film production and media publishing (Projects: ""Kriposna, 3 season"", ""Spiymaty Kaydasha"", ""Koly my vdoma"", ""Shvidka dopomoga"" and others). My main specialty is managing technical resources and team. On some projects I have organized the complex production cycle: planning, organization of shooting, control of all processes, team and budget, editing and delivery to the customer. 
What I like most is to optimize processes, look for new non-standard approaches to solving problems and create a great product with the team.
I love what I do, I'm highly motivated and a fast learner. I also have good communication skills, time management skills and analysis.
A company with mature processes and an established structure, not a startup."
470,"- Drove financial and employee satisfaction results of the Photo operation onboard Royal Caribbean and Celebrity Cruises ships; - Constantly worked on adjusting marketing strategies to meet the current needs of the business; - Was fully responsible for welcoming and smooth acclimatization of new staff members; - Led teams of 10 to 13 employees, creating and correcting work schedules to accommodate necessary changes, organizing team activities, and keeping employees happy; - Dealt with customer service issues, both preventively and reactionary, made sure no guest has left the Photo Gallery dissatisfied; - Professionally communicating with ship’s officers, other department heads, and shore side management have earned trust and confidence from all parties.
To save your time, here's the most essential information regarding my experience:
3 months of internship in an IT company specialized in Shopify web development.
Prior to that:
4 years of experience managing teams of 10-25 employees in the cruise industry as a Head of Department; Among the main responsibilities were reaching the financial targets, training, and development of new employees, business communication with clients, and management.
I'm looking for a stable position at a company that values human capital over short-term gains. I'm interested in everything HR-related and ready to start with an entry-level position with, practically, any salary. However, I do expect the efforts to be noticed and the career ladder to be available accordingly."
471,"Talking about achievements, I would say that my biggest one is connected with the start-up that we created with a team of groupmates. The idea was to create a smart weather station for paragliders. We had several successful project pitches and found the stakeholders who were ready to invest money into our idea. But then - the war started.
To start with, I have project management experience on a start-up that we created with my groupmates. I used to communicate with stakeholders, gather information, analyze the market, organize meetings, and create project documentation.

Secondly, I was a member of the international organization AIESEC where I used to organize events and projects, and work with people from different countries.

Another thing worth mentioning, I have knowledge in project management, coding and many technologies.
At the current stage, I am not motivated by money. I crave for a place where I would grow personaly and profesionally, where it would be interesting and challenging."
472,"I have over 4 years of design experience. I graduated from the bachelor's and master's programs at KhNEU. S. Kuznets with a degree in graphic / web design (Technology of electronic multimedia publications).
Created a corporate identity, redesigned an existing one. Successfully communicated with customers, drafted briefs for design development and took technical specifications from customers. Managed projects from start to finish.
Participated in city competitions to create a logo for the Department of Family, Youth and Sports.
I can plan, communicate with people, I am not afraid of risks and quickly solve problems. I studied psychology, I know how to understand a person and win over.
Trainee, Layout maker Newspaper «Kharkiv News» 
Oct 2021 – Nov 2021 * Kharkiv, Ukraine 
• Prepare layouts for printing 
• Processing of illustrative material 
• Placement of materials on the pages of the newspaper 

Content manager COZI.UA 
Aug 2020 – Sept 2020 * Kharkiv, Ukraine 
• Organizing and conducting photo shoots 
• Create photo/video content 
• Writing scripts to communicate with clients

 Web and graphic designer LOGOVO
Feb 2019 – May 2020 * Kharkiv, Ukraine 
• Development of corporate identity 
• Design development of printed products
• Preparing files for printing 
• Development of sites on WordPress 
• Development of banners for advertising
I like to engage in organizational processes, find a common language with people, communicate, successfully solve difficult problems, I like to take care of people and help them achieve results. I like to do design - creating printed materials, corporate identity, typesetting newspapers, magazines. I don't really like to do programming, I have experience in using markup language -css/html."
473,"
Trainee Project Manager | Junior Project Manager

Trainee/Junior Project Manager with 1 year of end-to-end delivery of commercial projects using best Agile practices (Scrum and Lean).

A qualified interpreter with 2 years of experience in various fields such as military, IT, and humanitarian work.

Managed a team of 6 translators and technical consultants to successfully deliver the project on maintenance documentation for equipment worth more than 3,000,000$ per unit despite the lack of reference materials and incredibly short deadline.

Ownership of a project on maintenance documentation for equipment resulted in 2.5X lead time decrease and release of meaningful instruction of over 10,000 highly technical words in Ukrainian within only 8 days.

Result-driven, highly organized, and structured person with critical thinking, analytical, prioritizing, and great
decision-making skills in a fast-paced and highly stressful environment.

Recognized for strong communication skills with stakeholders of all levels.
"
474,"• Got promoted from pharmacist to head of pharmacy after 2 years of work.
• Managed busy schedules and sales plan resulting in a 10% increase in annual revenue.
• Trained and supervised technicians and sales assistants for smooth operations.
Trainee Project Manager(Pet Project)
IT School IAMPM Project Management Courses
March 2022 to August 2022 ( 6 months)
• Develop a detailed project plan to track progress.
• Use appropriate verification techniques to manage changes in project scope, schedule and costs.
• Perform risk management to minimize project risks.
• Create and maintain comprehensive project documentation.
• Experience with tools:Miro,Product Plan,Jira, Confluence,Trello.
Private entrepreneur/Senior Sales Manager
Women's clothing chain
August 2019 to February 2022 (2 years, 6 months) 
• Customised customer experiences to build brand loyalty.
• Supervised work of contracted employees to deliver work on schedule.
• Met schedule using excellent planning and coordination skills.
• Explored and created new ways to resolve problems with processes, technology or team members to improve overall efficiency.
Head of Pharmacy
Pharmacy Chain ""Gamma-55""
July 2014 to August 2019 ( 5 years)
• Safely administered immunisations, travel medicine, medication therapy management and other specialty programmes.
• Regularly completed paperwork and entered prescription and insurance billing information into patient profiles.
• Collaborated with health care professionals to monitor and evaluate medicine therapy quality and effectiveness.
• Trained and supervised technicians and sales assistants for smooth pharmacy operations.
"
475,"Since my first education was as a radiotechnical systems 
engineer, I had experience working in a copper plant. I was 
involved in optimizing and automating the electrolysis system, 
which allowed me to save and control one of the main steps in 
the production of a metal cathode (thick copper wire). After I 
decided to change my specialty and become involved in 
management and optimization of business processes, I 
developed a new system of accounting and control of 
production at each of the stages of production. 

In my last job I am an intermediary between a technician and a 
client in achieving satisfactory results on advertising 
campaigns, especially if the project concerns the ecommerce 
field. There was one of the cases, on the sale of machinery in 
New Zealand and RadioDetails in India. Developed a separate 
plan and strategy to get positive results, which allowed clients 
to have ROAS (revenue to cost ratio) of an average of 700 
percent per month. These are two of my favorite case studies. 
Building full communication with the team and the client 
allowed us to respond to their key areas or products that had 
unsatisfactory results and get positive feedback from the 
client

I have 3 implemented business processes in building company. 
Management processes in business digitalization. 

Have kind of experience in relocate goverment medical structure in new soft.
TRENDO
Account manager
July 2022 - present time
- communication with foreign clients
- advertising campaign analytics
- reporting to clients 
- sprint meetings with the project team
- distribution of tasks and deadlines between the project team 
- work in accordance with the kanban methodology 
- Setting up sites with GTM 
- Setting up Universal and GA4 analytics 
- Customizing conversions for Google Ads
- Customizing Google Merchant rules and optimization 
- Optimizing Shopify


ZEZMAN
Junior Project manager/Junior Business Analytics
September 2021 – April 2022 (6 months)
Odessa, Ukraine
- Create schedules and collect documents to orient and guide projects and
outcomes.
- Communicate with stakeholders about scheduling, staffing and technical
requirements.
- Organization of work of the Business Analytics Unit.
- Planning large-scale projects in the direction of digitalization and
implementation of electronic document management.
- Support in the implementation and optimization business process.

July 2020 - September 2021
ORCSSD
Position: Administrative Manager (Project sphere)
Job duties:
- Create schedules and collect documents to orient and guide projects and outcomes.
- Translate metrics into actionable, meaningful intelligence.
- Manage expectations and track risks and benefits.
- Communicate with stakeholders about scheduling, staffing and technical requirements.


February 2020 - April 2020
«Vs Project»
Position: Junior Technical Project Manager
Job duties:
- Full project life cycle ownership: successful project delivery will include full implementation from initiation to deployment for one major or several minor initiatives simultaneously
- Ensure that projects and programs are proceeding according to scope, schedule, budget and quality standards

October 2019 - December 2019
Government projects
Position: Trainee Project Manager
Job duties:
- Plan, manage, and monitor project execution. Deliver projects on-time and within the allocated budget
"
476,"-Kyiv National Linguistic University (KNLU), Kyiv (Bachelor), from 2009 to 2013.
Degree: philology, specialist of translations (English).
-Kyiv National Linguistic University (KNLU), Kyiv (Master- Diploma with honours), from 2013 to 2014.
Speciality: “Translation (English) - Master of Arts (Translation), philologist, interpreter- translator of the English and the Spanish languages.

Additional education and certificates:
•	Certificate of completion of the Course “Deeply Practical Project Management” by     William Stewart PhD, PMP (2019)
•	Certificate of the Kyiv Advertising School in the specialty “Event Management” (2015)
•	«The First State Courses of Foreign Languages» Certificate (English).
•	Certificate of participation in the ""Days of reading of the novel "" Don Quixote "", signed by José Rodríguez Moyano, the Ambassador of the Kingdom of Spain in Ukraine (2012).
•	Certificate of the 1st place in the translation of poetry competition during the Days of the Spanish language.
•	Certificate of participation in the 1st Ukrainian scientific and practical conference of young scientists.
•	Tutor of the English (from 2008) and the Spanish (from 2012) languages.

•	Freelancing. 
Project Management (several web projects).
Interpreter of English and Spanish. 
Cooperation with the Luxe Cube brand company. 
Cooperation with Spanish private individuals.

•	Translation agency ""Antey"". From 2012 to 2016
Translation of texts of different thematic areas, interpretation, translation of documents from / into English and Spanish.

•	NEOGENIA Ltd. From 2016 (January) to 2017 (August)
Customer service manager. Interpreter/translator of Spanish and English. Medical coordinator. Operations Management.
Medical coordination, consultation and support of foreign clients at clinics and hospitals. Correspondence and communication with foreign clients, translation of texts (including medical documentation). Support of clients, consecutive interpreting, business negotiations, visa support, sales management.

•	“IVF- GROUP” LLC, International Department of “MOTHER AND CHILD” Medical Center. From 2017 (September) to present
Operations Manager. Manager of International Affairs. Interpreter/translator of Spanish and English. Customer service manager. 
Medical program coordination, consultation and support of foreign clients at clinics and hospitals. Correspondence and communication with foreign clients, translation of texts (including legal and medical documentation). Support of clients, consecutive interpreting, business negotiations, sales management. Program Coordination Manager.

SKILLS 
•	Customer Operations Manager, Conflict Management  (over 4 years)
•	Project Management: basic understanding of web application development flow, control systems, project pre-sale, project estimations, costs, task management.
•	PM Methodology Experience: Scrum, Agile, Canban
•	PM Platforms: Jira, Trello, YouTrack
•	Experience in working with G-suite
•	Basic Knowledge: ABBYY Fine Reader, Multitran, Lingvo, Adobe Photoshop, Open Office, Microsoft Office 8/10.
"
477,"
Ukrainian Corporate Governance Academy (UCGA) MAR01 2022 - NOV30 2022
Position: Project manager & CEO assistant 
Tasks: Keeping track of project progress
Participating in daily meetings
Scope & schedule planning
Organizing & managing the meeting for current/new initiatives
Helping the team with ongoing tasks during the project
Documenting the resources required to achieve the project objectives
Conducting researches required for any initiatives
Optimizing and managing organizational spending
Preparing meetings follow-ups, presentations
Leading reporting to the board of directors on tasks completed
Conducting retrospectives with the team
Keeping tract on building long-term goals of the company

Dattalion (Volunteering)
Data Collection Team Lead & Operations manager
Tasks: Develop, implement & review operational policies and procedures,write data collection
guidelines
Onboard new data collection managers
Monitor compliance with internal regulations, oversee data collection process
Formulate strategic and operational objectives,perform quality controls and monitor KPIs
Work with Partners,Donors, Co-Founders, and other Managers
Participate in weekly meetings, understand the project state & needs
Lead, motivate, support the team, maintain a positive environment
Identify, address problems & opportunities for the project
Examine, manage budgets usage
Conduct budget reviews, report cost plans to upper management
Review, approve all operational invoices. ensure they are submitted for payment

HCM International Ltd., Researcher & Analyst
JAN 2019-FEB 2022
"
478,"SCIENTIFIC CHRONICLE  
June 2012 – graduated from the State Flight Academy of Ukraine, bachelor degree.    
December 2012 – passed an exam of ICAO English and frazeology – 4th level    
December 2012 - June 2013 – was working on research in Air Traffic Management class, “Patterns of activity of operators in the system of air navigation services in case of delays”.    
July 2013 – graduated from the Kirovograd Flight Academy of the National Aviation University of Ukraine, Specialist degree (equal to Master degree).    
July 2015 – passed the TOEFL iBT Scaled Scores - (Intermediate level – score 86)    
September 2015 – entered the Beihang University of Aeronautics and Astronautics, Navigation, Guides and Control specialty    
May 2016 – in cooperation with Zheng Shuai-Yong published a conference paper “An Initial Research on Ultra-Wideband and Inertial Measurement Unit Pose Estimation for Unmanned Aerial Vehicle”    
December 2016 – was awarded a scholarship price  in the Beihang University for outstanding behavior and activities participation    
January 2017 - founded the ideas of: Micro drones flights inside the city implementation in China, Altitude Control For Micro Small Drones Flying At The Low Altitudes Of The National Airspace, Offline Local Maps Creation For Micro Drones Outside Implementation For Commercial Use   
June 2017 – our laboratory under professor’s Quan Quan supervising published a book “Introduction to Multicopter Design and Control”.  
October 2017 – has been invited for International Conference to present paper “Altitude Control For Micro Small Drones Flying In The Low Altitudes Of The National Airspace”.    
November 2017 – get involved in experiment project ‘Comparison of using the 2D-scanning lasers to camera sensors for light UAVs obstacles detection and avoidance’    
January 2018 – Appointed as a Head of Education Department in Beihang University   
March 2018 – Become an intern in TUS HOLDING Ltd.
Ukrainian, Russian – native languages  English – Advanced (TOEFL 96, ICAO 4)   
Chinese – HSK3, continue studying  Spanish – pre-intermediate (can continue to study, if necessary)   

ADITIONAL SKILLS  Operational systems user: IOS, Windows, Linux; Computer programs: MS Office, Mac Office;  Task operational programs: Mantis, Leader Task; Graphic editors: Photoshop, Corel; 3D printing applications: 3D Max, Cura, Meshmixer; Computer languages: HTML, SQL, Mathlab, Python; Knowledge of file sharing and cloud systems Knowledge of office equipment Social networks: Facebook, Twitter, Instagram, Wechat
No sales please"
479,"- Got two high educations;
- Got Cambridge certificate;
- Rallied the team of people, who were almost ""hopeless"";
- Motivated and worked with big groups of people, who succeed ;
- Got the new profession and proud of it (never afraid of any difficulties)
- Got the 2nd winning place, while studying as a PM (got no IT background before, all other students were developers and PM's already, but there is nothing impossible, if you got will to learn) 
- Co founder of the startup (mobile app); IT English Teacher; Key clients manager; PR-manager; content writer \ copywriter \translator.
Understanding of the Agile philosophy ;
Understanding of modern methodologies  of IT projects managing: Scrum, Kanban, Scrumban, Waterfall .... etc .;
Understanding of organisational effectiveness;
Knowledge of JIRA, Trello, ROADMAP  ..etc..;
Understanding of the SDLC;
Understanding how to create and execute project plans;
Managing day-to-day op. activities of a project;
Experience in maintaining documantation;
Experience in organizing people and projects;
Experience in conducting trainings;
Negotiating experience;
English C1. Cambridge certificate.
I expect working in a friendly and warm team, who are big fans of what they do.  It's very important for me to have pleasent atmosphere around.
Would like to work with professionals, who are also as passionate about new knowledge and new technolodges,  as I. 
I'm looking for a company, that knows  you can be good even if you don't have too much experience, but understands, that if you want to learn and work hard - there is nothing impossible at all. 
I'm looking for a company, that gives opportunities."
480,"• Implemented various projects in terms of complexity and specificity within the budget and in the required time frame.
• Have experience managing several projects at the same time, set tasks to staff and control of task execution.
• Broadened my mind by working with different projects and clients.
• Raised my level and speed of work.
• Self-organization of work as a remote employee.
• Gained my skills from working with clients.
- Understanding the project management process;
- Understanding the development life cycle;
- Working with customer expectations;
- Performing written and spoken client communication;
- Search and collection of all necessary information about the potential client;
- Writing and maintaining project documentation;
- Identification of customer requirements, goals order to propose an optimal solution, as well as providing 
recommendations. Ensuring customers management through communication;
- Coordination with the client of the timing of the work;
- Experience in team coordination with task prioritization;
- Facilitation, coordination, scheduling, and managing designer’s team;
- Manage 2-3 projects simultaneously;
- Preliminary testing of completed tasks;
- Build and maintain strong, long-lasting customer relationships;
- Communication skills and the ability to take responsibility for one's own work.

Skills: Project Management, Methodologies (Waterfall, Agile, Kanban, Scram), Team management, Sales. 

Programs: Microsoft Office,Hands on experience with WordPress, Trello, Slack.

Personal skills: Communication, People motivation, Conflict Solving Skills, Ability to work in a fast paced environment, 
Ability to simultaneously manage multiple tasks/projects and deadlines, Hardworking, highly-organized and attentive to details, motivation to improve professional skills.
Now I am looking a new opportunity to work as Project Manager in IT sphere and developing in the chosen direction. 
I want to work with interesting projects and improve my skills."
481,"One of my main achievements is obtaining a diploma of a junior specialist in a technical specialty. This experience provided me with a basic knowledge and understanding of technical processes, which is a valuable addition to my desired career.

During my studies, I focused on practical tasks and projects, which allowed me to gain real-world experience with hardware and software. I participated in student competitions, where I gained valuable experience in teamwork and solving complex problems.

This degree emphasizes my ability to learn new technologies and my desire to acquire knowledge in a field that requires technical competence. I feel that this knowledge will be useful for my future career and I am ready to use it to achieve high results in your projects and assignments. Also, I will continue my studies and plan to get a higher education.
Unfortunately, at the moment I do not have any previous work experience in the relevant fields. However, I am deeply interested in the opportunities this field provides and am ready to focus on developing my skills and achieving high results.

My desire to learn and grow has helped me in previous projects and activities:

Active participation in volunteer activities, where I acquired skills of cooperation, communication and organization.
Independent study of programming, web design and other technological skills, which helped me when developing my own projects.
Active participation in online courses and webinars on topics related to my interests, which allowed me to deepen my knowledge.
I strongly believe that through dedicated work and the ability to learn, I will be able to quickly acquire the appropriate skills for a successful career in this field. I am ready to invest all my energy and time in this process and make a positive contribution to your team."
482,"Made a presentation of the project Kidsatschool  with a better result than expected . I have two Pet project ( individual and with team )
UrbanUtopia
The product is party application that 
aggregate questionnaires for youth people and teenagers who want search party 
for yourself and don’t make mistake with party thematic or type of pastime . Users can :
•  find suitable parties or events 
• Organize own party or event and find the right people 
• to get party updates on Telegram, E-mail, Phone and in App
Project document :
Project MInd map 
WBS Mind map
Road map 
Backlog 
Project data 
Critical path 
Estimate 
Ground Rules,Team Building activities,Questions for candidate
List of techniques and technologies for managing the layout for the project_
PM Reports
Project risks
Question for the client 
RACI
Schedule tracking tools 
SCRAM events 
SOW
Stakeholder register 
Team schedule management plan
General budget
FP Schedule+Cost
Test plan 
Project closing checklist
I filled out all the above documents
"
483,"I'm a creative mind, agile, goal-oriented specialist with 3+ years of experience in social media marketing, video production and creative project management. 
Skilled in developing social media strategies for businesses and  concepts for content calendars based on trends and creative approach. 
Able to manage and prioritize multiple projects in a fast-paced environment. Team player with strong relationship- and time management
Video production (freelance)
2021-2022
- video production for 25+ business (restaurants, real estate, educational institutions, fashion etc), 50+ private events and 10+ stock footage in collaboration with video operator
- script writing and concept development for videos
- provided market research, tracked trends and boosted engagement via video in clients social media.
- handled transparent comunication with clients 
- managed budget for projects

Houston pub
2020-2021
- development of a marketing strategy and branding in collaboration with graphic designer
- produced marketing roadmap and managed the team of 4 (designers, photographer, video operator) 
- social media management
- comunicated with target audience, grow Instagram audience and boost engagement 
- managed budget
"
484,"
Vinnytsia IT Academy (Internship Project Manager)
Prepare TR of the project, and fixation of requirements.
Organization of team meetings.
Assignments tasks to the team members.
Control of work with tasks.
Prepare reports for customer and organization meetings with him

Taurus-Group (Project Manager/Account manager)
Accompanying clients at all stages of the logistics process
Control of payments, preparation of reports, customs, and delivery
documentation.
Accompanying company on all web projects.
Preparation of presentations for webinars.
Organization of webinars.

SkillmePro (Project Manager)
Preparing project documentation: project brief, TR for a designer, layout
designer, developers, targetologist, PPC specialist, and copywriter.
Assigns tasks for the project and monitors their implementation by team
members.
Control of payments, and preparation of project reports.
Preparation of presentations for webinars.
Organization of webinars.

KNB-Studio (Kornienko-studio)
Assistant to Project Manager, Account manager
Accompanying studio clients at all stages of the project.
Preparation of project documentation: project brief, TOR for a
designer, layout designer, developers, targetologist, PPC
specialist, and copywriter.
Assigns tasks for the project and monitors their implementation
by team members.
Determination of deadlines for the implementation of tasks and
control of deadlines.
Coordination of all work with clients, and protection of the
studio's solution to the client. Working with objections and fixing
the required edits, with the preparation of technical
requirements for the team.
Control of payments, preparation of project reports, and
receiving and processing feedback from clients on project tasks.
Participation in team meetings and project discussions.
Organization of the recruitment process for the studio.
Conducting interviews and internships
"
485,"Vogue Hotel Bodrum 2020-2022
Assistant Manager
Results – as a result of my team and my efforts, Vogue Hotel Bodrum Kids Club has been receiving the highest reviews and ranking at the top of TripAdvisor in comparison with the 2020 season.

Vogue Hotel Bodrum 2018-2019
Chief Kids Club
Results – the popularity of the Kids Club in the Hotel increased by 15% in 2019. 
Productivity of the animators I oversaw was increased by 20%. I got promoted to a supervisor position.
Vogue Hotel Supreme Bodrum, Turkey  Assistant Manager
2020 - 2022
Planning, organizing and managing all day-to-day administrative activities, including schedules, reports, surveys, performance reviews and staffing
The decision-making on methodological, administrative, and financial issues
Inventory of goods in a warehouse
Gathering, analyzing, and monitoring  attendance data;
Searching, attraction, selection, interviewing candidates.

Rainier Transportation Inc Logistic
HR Manager in American Logistic Company
2019 - 2020
Searching, attraction, selection of drivers for the transportation of goods;
Posting information about a vacant position in the media;
Interviewing candidates;
Collection of necessary documents, entering into the system;
Solving difficult situations during loading and unloading;
Telephone support.

Vogue Hotel Supreme Bodrum, Turkey 
Chief for Attendants
2015-2016; 2018-2019
Managed animator's duties;
Organized day-to-day activities and schedules;
Staff training and mentoring;
HR administration.

Beauty Salon, Ukraine
Director
2017 - 2018
Development of the name, logo, marketing;
Development of loyalty programs;
Search for suppliers of consumables;
Management accounting;
HR administration;
Maintaining the customer base;
Cash flow management;
Problem resolution.

StartUp «Babyliss», Ukraine
Project Manager
2016 - 2017
Keeping primary documentation;
Development of the name, logo, marketing;
Searching fabric suppliers;
Development of prints on clothes; 
Forming costs;
Control duties subordinates;
HR administration.

LLC «ERGOTEK», LLC «DREAM FOODS», «FISHMATIK», Ukraine  
Accountant
2012 - 2015
Compliance with director’s instructions;
possession of specialized accounting software package Microsoft Office;
 cash flow management;
 banking operations;
 HR administration;
preparation of financial reports for management;
 accounting and tax accounting;
 support of foreign trade activities;
reconciliation and settlements with suppliers and customers;
keeping primary documentation; 
analysis of accounts receivable and payable.
"
486,"Self-made business (hiring 7 people) - postal delivery.
*Volunteer during russian war against Ukraine: 
Feb 2022 - nowadays
Collecting funds for the UA army (40.000$ donated); production of trench candles; forwarding help for displaced people; sending postcards to global leaders by mail & active social networks for international followers to keep focus on helping Ukraine; etc.  

*Founder of 2 “Meest” postal-logistic departments in Netishyn & Slavuta:
June 2020 – nowadays

*Co-founder of “Eco-Farm” in Netishyn: 
Sep 2017 – Dec 2021

*Leader during Ukraine’s Presidential, Parliamentary & local elections in Netishyn: 
Feb 2019 - Oct 2020 

*Organized charity project between Finland and Ukraine: Apr 2012
Provided 15 tons of medical equipment for Ukrainian people with limited abilities and for the hospitals 

*Bachelor degree in “Environmental Engineering”
Tampere University of Applied Sciences, Finland (2011-2015)
*“Spatial Planning and Environmental Management”
Dublin Institute of Technology, Ireland (Erasmus exchange, 2013)
I am new to IT;  but I want to develop & learn. From experience - I am a project manager. I think I can implement my expertise into IT. 

I live in Netishyn; able to move to another city."
487,"Ensured open communication with the development team, management, users and other stakeholders to address their needs and wishes in the project. Implemented a number of effective measures to resolve the crisis situation, which led to the restoration of the project in a record time
VR Workplace
The project consisted in creating a virtual office for a global communications holding uniting employees from all over the world. The goal was to create an innovative way for distributed teams to communicate and collaborate. Implemented an effective project tracking and control system that improved understanding of project status and helped avoid delays and budget overruns.
Developed and implemented a project performance evaluation system, which allowed timely identification of problems and corrections.
Ensured a high level of customer or stakeholder satisfaction through a high standard of project execution and meeting their needs.
Identified and managed potential risks in the project, which helped to prevent problems and maintain good performance indicators.
Automated the monitoring and reporting process, which resulted in a 30% reduction in reporting time and increased data accuracy.
Exactly what I don't want to do is routine work without the possibility of creative expression. also not ready to work for low pay. I don't want to stay at the same level of career development"
488,"As Social Marketing Manager at Art and Health HUB by ZELO I developed and executed creative social media campaigns that led to a 30% increase in event registrations and participation. Also I Implemented a customer support system on social media, reducing response time to customer. 

My accomplishments as Head Of Branch at PrivatBank was a proactively addressed and resolved customer issues and concerns, resulting in a 90% customer satisfaction rate and improved retention of micro-business clients. Provided expert guidance and support to clients of micro-businesses, assisting them in making informed financial decisions and fostering long-term business relationships.
Was a team leader in the project ""BabyHealthyBite”. 
Description of the project: the goal of this project is to develop a user-friendly mobile application that offers valuable guidance and resources to parents and caregivers regarding healthy baby food choices and the introduction of complementary foods.
All services in one application.
- formation of the roadmap;
- organizational structure;
- project budgeting;
- mind map;
- project backlog creation;
- SOW of the project;
- value proposition;
- building customer journey map

Social Marketing Manager 
January 2023 - until now

- Develop and execute social media strategies across Facebook, Instagram
- Create and curate engaging social media content
- Analyze social media data to inform content and campaign
decisions
- Manage social media campaigns
- Build relationships with social media influencers and manage influencer partnerships
- Write copy for social media posts
- Monitor and moderate community conversations, addressing customer inquiries and concerns in a timely manner
- Stay up-to-date with social media trends and best practices, and continuously bring new ideas and suggestions to the team


Head Of Branch at a Bank
September 2015 - Dec 2022

- Organized the working flow of the branch, ensuring that all
operational processes were efficient and effective.
- Controlled the fulfillment of different standards, maintaining compliance with legal and regulatory requirements.
- Worked with legal bodies and individuals to resolve issues and address concerns.
- Consulted with clients of micro-businesses, providing guidance and support.
My expectations for the role of Project Manager:
I am not looking to be heavily involved in programming or software development aspects of the projects.
I prefer a role that focuses on project management, planning, and coordinating project teams effectively.
I expect to work collaboratively with cross-functional teams, fostering clear communication and efficient project delivery.
I am looking for a supportive environment that values professional growth and encourages learning opportunities for continuous improvement.

I offer as a Project Manager:
Strong leadership skills to effectively guide and motivate teams to achieve project goals. Excellent analytical and strategic abilities to address project challenges and make data-driven decisions. Effective communication and interpersonal skills, enabling seamless collaboration with stakeholders and clients. Organizational skills to manage multiple tasks and responsibilities, adhering to project timelines and objectives."
489,"
Was engaged in the creation of the web site – online resource for law consulting:
- participation in the creation of the web site in cooperation with the team of developers;
- participation in design making of the web site;
- participation in the development of the logical structure of the web site performance;
- administration of the clients of the resource;
- administration of the cases which are worked out on the website.

Pro Bono Lab manager (within Ukrainian Access to Justice School of Practice).
Responsible for managing the Pro Bono Lab platform. It includes gathering requests from non-governmental organizations and finding legal support from socially responsible pro bono partners (law and audit business).

Was responsible for creation of the Learning course for social initiatives and NGOs from law and audit business experts: 
- research for the most interesting and desirable for social initiatives topics;
- engaging experts from law and audit firms;
- development of the course modules structure;
- development of test cases;
- participation in the filming process;
- administrating of the first run of students (30 participants);
- transformation the learning course materials into SCORM-package in order to place the learning course on the Learning Management System.
"
490,"Created my own IT company and led it for 8 years. 
Now want to try something else. 
People working under my lead up to 15. 
Teams working together up to 3. Managers working in my company up to 3. 
Now my company has 1 manager and 5 full-time developers, and 1 product project.
Was practicing and learning scrum on the way. Other agile methodologies. We used also task tracking systems like Asana, Trello, and GitHub. 
Versioning systems like git. 

Was working from time to time with WebGL and three.js, babylong.js
Have not much experience with react.js and vue.js
3 years of experience with PHP, not much with PHP frameworks. 

I want to build and learn how to build successful teams. Motivate people. Create goals and plans together. Do reconciliation sessions on how to become better every next round.
I want to build and learn how to build successful teams. Motivate people. Create goals and plans together. Do reconciliation sessions on how to become better every next round. 

I can do project time and money estimation based on my experience. 
Can help the team to search for technical solutions in the most complicated cases during our workflow. 
Can lead scrum meetings and will teach another scrum muster among the group."
491,"I have a vast experience of managing people in non-commercial projects - I've managed and lead people throughout all my life: in school, university (managed a large scientific project), in my hobbies; all this experience makes me confident that I have very strong communicational and management skills, especially in handling sensitive matters and resolving conflicts. My education consists of earning BSc and MSc in Theoretical Physics and another MSc in Nanoscience (in Finland), where I've mainly focused on numerical modelling, so I'm pretty good at handling complex problems and ideas. Recently I've decided that my passion for managing people and for IT far outweigh my passion for science, hence the desire to switch.
Waterfall, Agile/Scrum, basics of PM (PERT, GANTT, CPM, etc.), Linux, bash, Python (vastly used for scientific purposes), Lua, Git,  MS Office, MS Project, very fluent, articulate English, basic Finnish and French, ~B1 level German, also have some experience with: C++, MySQL, PHP, HTML, CSS, Delphi
Профессиональный рост. Адекватный менеджмент. Дружелюбный коллектив. Сложные задачи. Определенно хочу заниматься интеллектуальной работой - мне нужны проблемы и задачи, к которым я бы мог находить красивые решения"
