,Modified_meta-llama_llama-3.3-70b-instruct_of_CV_Modelmeta-llama_llama-3.3-70b-instruct
462,"Applied Linguistics Student & IT Enthusiast

Summary:
Results-driven and organized individual with experience in website development, communication, and content creation. Proficient in project planning, time management, and negotiations. Seeking a role in IT recruitment, HR management, sales management, account management, or project management where organizational skills can be utilized.

Experience:
- Website Developer: Designed and built a website for a car sales business using Python
- Intern, InternetDevels: Gained hands-on experience in the IT industry
- English-language Show Host: Utilized communication skills to engage with foreign audiences in Bulgaria
- Content Creator: Developed social media posts and content using Canva

Skills:
- Project planning and management
- Time management and organization
- Negotiations and communication
- Copywriting and content creation
- Basic programming skills in Python
- Proficient in Canva for social media content creation

Education:
- Applied Linguistics, Third Year

Career Interests:
- IT Recruiter
- HR Manager
- Sales Manager
- Account Manager
- Project Manager"
463,"Optimistic and resilient professional with experience in project management and coordination, possessing a proven track record of driving growth and improvement in highly competitive and international environments.

04/2019 - Present
IT Project Manager/Business Analyst
Whiteport AB, Stockholm

Key Responsibilities:
• Project management and task tracking of multiple projects concurrently
• Project estimations and reporting to stakeholders
• Specification and validation of business needs of clients
• Implementation of Agile methodologies
• Client communication and negotiations
• Identifying and presenting potential product improvements to clients
• Development of Facebook messenger bots

Achievements:
• Improved client communication quality, resulting in a 25% increase in satisfied customers and team members
• Enhanced product delivery speed by over 50%

05/2018 - 04/2019
Project Manager
Kyiv Branch of Cryptocurrency Trading Company (NDA)

Key Responsibilities:
• Hiring and training key position employees for international client management
• Resource planning and budget control
• Maintaining high productivity levels
• Operational and strategic management
• Estimating time and costs for new implementations
• Risk analysis and management
• Strategic influencing and business partnering

Achievements:
• Revenue increase of 600%
• Operational cost reduction of 5%
• Establishment of a fully functioning and self-sufficient work environment

Seeking a company to devote my skills and experience to, with the goal of building long-lasting, mutually beneficial relationships."
464,"**Contact Information**

**Summary**
Results-driven professional with experience in business process optimization, project management, and team coordination. Proven track record of improving organizational efficiency and achieving project goals.

**Professional Experience**

* **Business Process Optimization**
	+ Implemented an automated accounting system for a network of retail outlets
	+ Optimized organization's document flow
* **Contractor Management**
	+ Expanded contractor base from 2 to 10 and created a contractor database
	+ Coordinated with contractors for outdoor advertisements and supply of goods
* **Brand Development**
	+ Created corporate style and brand book for the organization
	+ Formed mission and goals for the organization
* **Event Planning**
	+ Organized trainings, conferences, and other events
* **Project Management**
	+ Planned, implemented, and controlled projects from start to finish
	+ Prepared project reports and presented results to directors
* **Operations Management**
	+ Ensured full cycle branded products
	+ Coordinated supply of goods from customer request to delivery
	+ Controlled payments and deliveries

**Projects**

* Tubing hill
* Amusement park

**Skills**

* Project management
* Business process optimization
* Team coordination
* Communication with contractors
* Event planning
* Brand development
* Operations management
* Report preparation

**Career Objective**
To obtain a junior specialist or assistant project manager position where I can apply my skills and experience to contribute to project success."
465,"• Languages: 
  Russian (fluent), 
  English (Upper-Intermediate)

Conference Participation:
- LvivCSS Conference, Lviv 2018
- QA Fest Testing Conference, Kyiv 2016

Professional Development:
- Completed “CSS - The Complete Guide (incl. Flexbox, Grid & Sass)” training course, Coursehunters 2018
- Completed “Psychology of Stress and Ways to Overcome It” training course, Prometheus 2016

Work Experience:
- Organized and coordinated team work, resulting in successful collaborations with notable clients such as LA Times and The San Diego Union-Tribune
- Participated in the design and requirement gathering process for the Moderation Tool
- Utilized Google Sheets to record and track the quality and quantity of work undertaken
- Created and managed 24/7 work schedules and shifts
- Communicated with development and QA teams to resolve various problems
- Developed and implemented the user support process using Trello
- Introduced and set up Grammarly within the company
- Handled user communication, troubleshooting, and created technical issue tickets via JIRA Service Desk
- Gathered and outlined specifics of customer requests
- Conducted employment interviews for new candidates
- Mentored new employees to ensure a smooth transition into the team"
466,"Sales Manager & Executive Leader
Summary:
Results-driven sales professional with experience in managing teams and driving business growth, complemented by a background in project management and event production.

Professional Experience:
Sales Manager
Outsource, Brokerage Company, Dnipro, Ukraine
2021-2022
- Started as a salesperson for the European market, consistently meeting monthly milestones by building client trust and showcasing company benefits
- Promoted to Sales Manager after eight months, leading a team of 15 salespersons
- Improved customer experience and optimized working processes

Salesperson
Work.ua, Dnipro, Ukraine
2021
- Developed strong communication and customer-oriented skills

Executive Director's Assistant
The Dance and Fitness Specialist, Moves Dance Studio, Beirut, Lebanon
2010-2020
- Assisted the Executive Director of 3 branches with over 800 students
- Collaborated with sponsors, partners, local governments, and non-profit organizations
- Organized meetings and workshops for experience exchange
- Planned and directed daily rehearsals and schedules for the dance school
- Contributed to planning and executing large-scale events, including the Casino du Liban's annual dance shows
- Directed and produced dance events, fashion performances, festivals, and special occasions

Education & Achievements:
- Finished Project Management courses at Hillel IT School
- Completed one Marathon and over 200 Half Marathons"
467,"Results-driven Sales Leader
Summary:
Proven track record of successfully leading and managing sales department projects, hiring, training, and motivating staff, with expertise in short and long-term planning and budgeting. Skilled in utilizing tools and methodologies for effective project management.

Key Skills:
Hard Skills:
• C-level Management
• Budgeting
• Staffing and Training of Personnel
• Analytics
• Planning
Soft Skills:
• Quick Adaptability to New Conditions
• Persuasion and Negotiation
• Decision Making and Responsibility
• Interpersonal Communication

Professional Experience:

Head of Sales, Outsourcing Projects (2021 - Present)
- Built and managed sales departments
- Organized and selected focus group participants for marketing research

Chief Commercial Officer, LLC Univest Marketing (2020)
- Managed two sales departments and a marketing department
- Negotiated with VIP clients
- Conducted financial and economic activities
- Monitored market trends and competitor analysis
- Controlled accounts receivable
- Budgeting
- Supervised 30 subordinates
Achievements:
- Updated internal policies and procedures
- Developed a new motivation system for the sales department
- Created an annual commercial plan
- Reduced overdue accounts receivable from 44% to 20%

Sales Director, LLC Shungit (2019 - 2020)
- Negotiated with VIP clients
- Conducted field assessments and training events
- Monitored market trends and competitor analysis
- Controlled accounts receivable
- Staffed and trained personnel
- Supervised 50 subordinates
Achievements:
- Introduced a system of short-term and long-term sales planning
- Increased completed transactions by 28% in 2019
- Implemented a front & back office work system in sales
- Reduced overdue accounts receivable from 37% to 18%"
468,"Project Manager

Key Responsibilities:
- Oversaw design projects from conception to completion
- Managed and motivated cross-functional teams, including designers and 3D modellers
- Coordinated with clients and executives to discuss potential projects and 3D modeling orders
- Processed orders, managed project timelines, and handled accounting responsibilities
- Controlled budgets, ensured effective communication with clients, and provided support
- Utilized problem-solving skills to address challenges and delivered completed products to clients
- Maintained regular payment control and interacted with all company departments
- Planned work, controlled processes, managed costs, and analyzed data to optimize workflows

Technical Skills and Knowledge:
- Agile, Scrum, and Kanban methodologies
- Proficient in Bitrix, Jira, Trello, and Asana workspaces
- Familiarity with SDLC processes and Google Analytics
- Experienced in record keeping and documentation

Professional Development:
- Completed “Genious” course at genius.space for Project Management
- Currently enrolled in Product Manager courses at skillsetter.io

Core Competencies:
- Project planning and management
- Team management and performance monitoring
- Communication and client support
- Data analysis and cost control
- Process optimization and problem-solving"
469,"Results-driven professional with expertise in managing technical resources and teams in film production and media publishing.

Key Achievements:
- Reduced equipment rental costs by 85%
- Successfully provisioned production with technical resources outside the country from scratch

Core Competencies:
- Project planning
- Team organization
- Process control
- Deadline and budget management
- Process optimization
- Risk management

Technical Skills:
- Proficient in Asana, Jira, and Confluence

Professional Experience:
Line Producer in film production and media publishing, with notable projects including ""Kriposna, 3 season"", ""Spiymaty Kaydasha"", ""Koly my vdoma"", and ""Shvidka dopomoga"". Proven track record of managing complex production cycles, including planning, organization, control, and delivery.

Strengths:
- Effective budget management
- Strong communication and time management skills
- Analytical mindset
- Highly motivated and a fast learner
- Passion for optimizing processes and finding innovative solutions

Career Preferences:
Seeking a role in a company with mature processes and an established structure."
470,"Results-driven manager with experience leading teams and driving financial and employee satisfaction results. Proven track record of adjusting marketing strategies to meet business needs and ensuring exceptional customer service.

Key Experience:
Head of Department, Royal Caribbean and Celebrity Cruises ships
- Drove financial and employee satisfaction results in the Photo operation
- Adjusted marketing strategies to meet current business needs
- Welcomed and acclimatized new staff members
- Led teams of 10-13 employees, creating and managing schedules, organizing activities, and ensuring employee satisfaction
- Resolved customer service issues and ensured guest satisfaction
- Communicated professionally with ship's officers, department heads, and shore-side management, earning trust and confidence

Additional Experience:
Intern, IT company specializing in Shopify web development (3 months)

Skills:
Team Management, Financial Management, Marketing Strategy, Customer Service, Employee Development, Business Communication, Time Management, Schedule Creation, Team Leadership, HR-related tasks

Career Goals:
Seeking a stable position in a company that values human capital, with opportunities for growth and professional development in an HR-related field. Willing to start in an entry-level position with a focus on career advancement and recognition of efforts."
471,"Project Management Experience
Start-up Co-Founder
- Communicated with stakeholders
- Gathered information and analyzed the market
- Organized meetings and created project documentation

International Organization Experience
AIESEC Member
- Organized events and projects
- Collaborated with individuals from diverse countries

Skills
- Project management
- Coding
- Various technologies

Career Aspirations
Seeking a dynamic and challenging environment that fosters personal and professional growth, where motivation stems from the opportunity to learn and develop rather than financial gain."
472,"**Summary**
Highly motivated and experienced designer with over 4 years of experience in graphic and web design. Proven track record of successfully communicating with customers, managing projects, and solving problems.

**Education**
Bachelor's and Master's degrees in Technology of Electronic Multimedia Publications, KhNEU, S. Kuznets

**Experience**

**Web and Graphic Designer, LOGOVO**
Feb 2019 – May 2020, Kharkiv, Ukraine
- Developed corporate identity and redesigned existing ones
- Created printed products and prepared files for printing
- Developed websites on WordPress and designed banners for advertising

**Content Manager, COZI.UA**
Aug 2020 – Sept 2020, Kharkiv, Ukraine
- Organized and conducted photo shoots
- Created photo and video content
- Wrote scripts to communicate with clients

**Trainee, Layout Maker, Newspaper «Kharkiv News»**
Oct 2021 – Nov 2021, Kharkiv, Ukraine
- Prepared layouts for printing
- Processed illustrative material
- Placed materials on newspaper pages

**Skills**
- Project management
- Communication and problem-solving
- Graphic and web design
- Corporate identity development
- Printed product design
- WordPress website development
- Photo and video content creation
- HTML/CSS markup language

**Achievements**
- Participated in city competitions to create a logo for the Department of Family, Youth and Sports
- Successfully communicated with customers and managed projects from start to finish"
473,"Trainee Project Manager | Junior Project Manager

Results-driven and highly organized project management professional with 1 year of experience in delivering commercial projects using Agile methodologies (Scrum and Lean). Proven track record of successfully managing projects with tight deadlines and limited resources.

Additionally, a qualified interpreter with 2 years of experience in various fields, including military, IT, and humanitarian work, with a strong ability to work in fast-paced and stressful environments.

Key Achievements:
- Successfully managed a team of 6 translators and technical consultants to deliver a project on maintenance documentation for high-value equipment (over $3,000,000 per unit) despite lacking reference materials and facing a short deadline.
- Owned a project that resulted in a 2.5X decrease in lead time, producing over 10,000 technical words of instruction in Ukrainian within an 8-day timeframe.

Skilled in critical thinking, analysis, prioritization, and decision-making, with recognized strong communication skills across all stakeholder levels."
474,"**Summary**
Results-driven professional with experience in management, sales, and project management, with a background in pharmacy.

**Professional Experience**

**Head of Pharmacy, Pharmacy Chain ""Gamma-55""**
July 2014 to August 2019 (5 years)
- Safely administered immunisations, travel medicine, medication therapy management and other specialty programmes.
- Regularly completed paperwork and entered prescription and insurance billing information into patient profiles.
- Collaborated with health care professionals to monitor and evaluate medicine therapy quality and effectiveness.
- Trained and supervised technicians and sales assistants for smooth pharmacy operations.

**Private entrepreneur/Senior Sales Manager, Women's clothing chain**
August 2019 to February 2022 (2 years, 6 months)
- Customised customer experiences to build brand loyalty.
- Supervised work of contracted employees to deliver work on schedule.
- Met schedule using excellent planning and coordination skills.
- Explored and created new ways to resolve problems with processes, technology or team members to improve overall efficiency.

**Trainee Project Manager, Pet Project**
March 2022 to August 2022 (6 months)
- Developed a detailed project plan to track progress.
- Used appropriate verification techniques to manage changes in project scope, schedule and costs.
- Performed risk management to minimize project risks.
- Created and maintained comprehensive project documentation.
- Utilized tools: Miro, Product Plan, Jira, Confluence, Trello.

**Achievements**
- Got promoted from pharmacist to head of pharmacy after 2 years of work.
- Managed busy schedules and sales plan resulting in a 10% increase in annual revenue."
475,"Radiotechnical Systems Engineer & Business Process Optimization Specialist

Summary:
Results-driven professional with experience in optimizing and automating industrial systems, managing business processes, and leading projects in various fields, including e-commerce and digitalization.

Experience:

Account Manager
TRENDO, July 2022 - Present
- Communicate with foreign clients
- Analyze advertising campaigns
- Provide client reporting
- Conduct sprint meetings with project teams
- Distribute tasks and deadlines
- Apply Kanban methodology
- Set up sites with GTM
- Configure Universal and GA4 analytics
- Customize Google Ads conversions
- Optimize Google Merchant rules and Shopify

Junior Project Manager/Junior Business Analyst
ZEZMAN, September 2021 - April 2022
- Created project schedules and collected documents
- Coordinated with stakeholders on scheduling, staffing, and technical requirements
- Organized Business Analytics Unit work
- Planned large-scale digitalization and electronic document management projects
- Supported business process implementation and optimization

Administrative Manager (Project Sphere)
ORCSSD, July 2020 - September 2021
- Created project schedules and collected documents
- Translated metrics into actionable intelligence
- Managed expectations and tracked risks and benefits
- Communicated with stakeholders on scheduling, staffing, and technical requirements

Junior Technical Project Manager
«Vs Project», February 2020 - April 2020
- Owned full project life cycles from initiation to deployment
- Ensured projects proceeded according to scope, schedule, budget, and quality standards

Trainee Project Manager
Government Projects, October 2019 - December 2019
- Planned, managed, and monitored project execution
- Delivered projects on-time and within allocated budgets

Early Experience:
- Optimized and automated electrolysis systems in a copper plant, improving metal cathode production
- Developed a system for accounting and control of production stages
- Successfully managed advertising campaigns, achieving an average ROAS of 700% per month for clients
- Implemented business processes in a building company and managed digitalization projects
- Contributed to relocating a government medical structure to new software"
476,"Kyiv National Linguistic University (KNLU), Kyiv
Bachelor's Degree in Philology, Specialist of Translations (English), 2009-2013
Master's Degree in Translation (English), Master of Arts (Translation), Philologist, Interpreter-Translator of English and Spanish, 2013-2014

Additional Education and Certificates:
Certificate of completion of the Course ""Deeply Practical Project Management"" by William Stewart PhD, PMP, 2019
Certificate of the Kyiv Advertising School in Event Management, 2015
""The First State Courses of Foreign Languages"" Certificate (English)
Certificate of participation in the ""Days of reading of the novel 'Don Quixote'"" signed by José Rodríguez Moyano, Ambassador of the Kingdom of Spain in Ukraine, 2012
Certificate of 1st place in the translation of poetry competition during the Days of the Spanish language
Certificate of participation in the 1st Ukrainian scientific and practical conference of young scientists

Tutor of English (2008) and Spanish (2012) languages

Freelancing:
Project Management (multiple web projects)
Interpreter of English and Spanish
Cooperation with Luxe Cube brand company and Spanish private individuals

Translation Agency ""Antey"", 2012-2016
Translation of texts, interpretation, and translation of documents from/to English and Spanish

NEOGENIA Ltd., 2016-2017
Customer Service Manager
Interpreter/Translator of Spanish and English
Medical Coordinator
Operations Management
Medical coordination, consultation, and support of foreign clients
Correspondence and communication with foreign clients
Translation of texts, including medical documentation
Support of clients, consecutive interpreting, business negotiations, visa support, and sales management

IVF-GROUP LLC, International Department of ""MOTHER AND CHILD"" Medical Center, 2017-Present
Operations Manager
Manager of International Affairs
Interpreter/Translator of Spanish and English
Customer Service Manager
Medical program coordination, consultation, and support of foreign clients
Correspondence and communication with foreign clients
Translation of texts, including legal and medical documentation
Support of clients, consecutive interpreting, business negotiations, and sales management
Program Coordination Manager

SKILLS:
Customer Operations Manager, Conflict Management (over 4 years)
Project Management: basic understanding of web application development flow, control systems, project pre-sale, project estimations, costs, and task management
PM Methodology Experience: Scrum, Agile, Kanban
PM Platforms: Jira, Trello, YouTrack
Experience in working with G-suite
Basic Knowledge: ABBYY Fine Reader, Multitran, Lingvo, Adobe Photoshop, Open Office, Microsoft Office 8/10"
477,"Ukrainian Corporate Governance Academy (UCGA)
Project Manager & CEO Assistant
MAR 2022 - NOV 2022

- Tracked project progress and participated in daily meetings
- Planned scope and schedule, organized and managed meetings for current and new initiatives
- Assisted the team with ongoing tasks, documented resources required for project objectives
- Conducted research for initiatives, optimized and managed organizational spending
- Prepared meeting follow-ups and presentations, led reporting to the board of directors
- Conducted retrospectives with the team, tracked long-term company goals

Dattalion (Volunteering)
Data Collection Team Lead & Operations Manager

- Developed, implemented, and reviewed operational policies and procedures
- Created data collection guidelines, onboarded new data collection managers
- Ensured compliance with internal regulations, monitored data collection process
- Formulated strategic and operational objectives, performed quality controls, and monitored KPIs
- Collaborated with partners, donors, co-founders, and other managers
- Participated in weekly meetings to understand project needs
- Led, motivated, and supported the team, maintained a positive environment
- Identified and addressed problems and opportunities, examined and managed budget usage
- Conducted budget reviews, reported cost plans to upper management, reviewed and approved operational invoices

HCM International Ltd.
Researcher & Analyst
JAN 2019 - FEB 2022"
478,"SCIENTIFIC CHRONICLE

EDUCATION
June 2012: Bachelor's degree, State Flight Academy of Ukraine
July 2013: Specialist degree (equivalent to Master's degree), Kirovograd Flight Academy of the National Aviation University of Ukraine
September 2015 - present: Student, Beihang University of Aeronautics and Astronautics, Navigation, Guides and Control specialty

RESEARCH EXPERIENCE
December 2012 - June 2013: Research in Air Traffic Management class, ""Patterns of activity of operators in the system of air navigation services in case of delays""
May 2016: Co-authored conference paper ""An Initial Research on Ultra-Wideband and Inertial Measurement Unit Pose Estimation for Unmanned Aerial Vehicle"" with Zheng Shuai-Yong
November 2017: Participated in experiment project ""Comparison of using the 2D-scanning lasers to camera sensors for light UAVs obstacles detection and avoidance""

PUBLICATIONS
June 2017: Laboratory publication under Professor Quan Quan's supervision, ""Introduction to Multicopter Design and Control""
October 2017: Presented paper ""Altitude Control For Micro Small Drones Flying In The Low Altitudes Of The National Airspace"" at an International Conference

AWARDS AND HONORS
December 2016: Awarded a scholarship at Beihang University for outstanding behavior and activities participation

WORK EXPERIENCE
January 2018 - present: Head of Education Department, Beihang University
March 2018 - present: Intern, TUS HOLDING Ltd.

LANGUAGES
Ukrainian, Russian: Native languages
English: Advanced (TOEFL 96, ICAO 4)
Chinese: HSK3 (continuing studies)
Spanish: Pre-intermediate (can continue studying if necessary)

ADDITIONAL SKILLS
Operational systems: IOS, Windows, Linux
Computer programs: MS Office, Mac Office
Task operational programs: Mantis, Leader Task
Graphic editors: Photoshop, Corel
3D printing applications: 3D Max, Cura, Meshmixer
Computer languages: HTML, SQL, Mathlab, Python
Knowledge of file sharing and cloud systems
Knowledge of office equipment
Social networks: Facebook, Twitter, Instagram, Wechat"
479,"Highly motivated and results-driven professional with a strong educational background, holding two higher education degrees and a Cambridge certificate. Proven ability to rally and motivate teams, with a notable achievement of leading a previously underperforming group to success.

Key strengths include:

* Team management and motivation
* Public speaking and training
* Project management, with understanding of Agile philosophy, Scrum, Kanban, Scrumban, and Waterfall methodologies
* Organizational effectiveness and project planning
* Proficient in JIRA, Trello, and ROADMAP
* Strong understanding of the SDLC and day-to-day project operations
* Excellent documentation and negotiation skills
* Experience in conducting trainings and managing key clients

Achievements include:

* Co-founding a startup mobile app
* Winning 2nd place in a project management competition as a newcomer to the field
* Successfully transitioning into a new profession and exceling in it

Language proficiency: English C1, with a Cambridge certificate.

Seeking a dynamic and passionate team that values continuous learning and growth. Looking for a company that offers opportunities for professional development and recognizes the potential for growth and success, even with limited experience."
480,"**Project Manager**
**Summary:**
Results-driven Project Manager with experience in managing multiple projects simultaneously, leveraging strong communication and organizational skills to deliver projects within budget and timeframe.

**Professional Experience:**
• Successfully implemented various projects of varying complexity and specificity, meeting budget and timeline requirements.
• Proven track record of managing multiple projects concurrently, task delegation, and monitoring task execution.
• Demonstrated ability to work with diverse projects and clients, enhancing professional growth and adaptability.
• Improved work efficiency and speed through self-organization and experience working with clients.

**Key Skills:**
- Project management process understanding
- Development life cycle knowledge
- Client expectation management
- Client communication (written and spoken)
- Information gathering for potential clients
- Project documentation creation and maintenance
- Customer requirement identification and solution proposal
- Client management through communication
- Coordination of work timelines with clients
- Team coordination with task prioritization
- Designer team management (facilitation, coordination, scheduling)
- Simultaneous management of 2-3 projects
- Preliminary testing of completed tasks
- Building and maintaining strong client relationships
- Effective communication and personal responsibility

**Technical Skills:**
- Project Management
- Methodologies: Waterfall, Agile, Kanban, Scrum
- Team Management
- Sales
- Microsoft Office
- WordPress
- Trello
- Slack

**Personal Skills:**
- Communication
- People Motivation
- Conflict Solving
- Ability to work in fast-paced environments
- Multitasking and deadlines management
- Hardworking
- Highly organized
- Attentive to details
- Motivation for professional growth

**Career Objective:**
To obtain a Project Manager position in the IT sector, leveraging my skills to contribute to innovative projects and continue professional development."
481,"Diploma of Junior Specialist in Technical Specialty

Education and Skills:
- Obtained a diploma of junior specialist in a technical specialty, gaining basic knowledge and understanding of technical processes
- Practical experience with hardware and software through project-based learning
- Proficient in programming, web design, and other technological skills acquired through independent study
- Active participant in online courses and webinars to deepen knowledge in areas of interest

Experience:
- Participated in student competitions to develop teamwork and complex problem-solving skills
- Active participation in volunteer activities, enhancing cooperation, communication, and organization skills

Career Aspirations:
- Eager to apply technical knowledge to achieve high results in future projects and assignments
- Committed to continuing education, planning to pursue higher education
- Willing to dedicate time and energy to quickly acquire skills necessary for a successful career in the field

Personal Qualities:
- Strong desire to learn and grow, with a proven ability to learn new technologies
- Ability to work independently and as part of a team, with a focus on achieving high results"
482,"Project Manager
Successfully presented the Kidsatschool project, achieving better-than-expected results.
Developed and managed two pet projects, one individual and one team-based, including UrbanUtopia, a party application for youth and teenagers.
UrbanUtopia allows users to:
• Find suitable parties or events
• Organize their own parties or events and connect with like-minded individuals
• Receive party updates via Telegram, Email, Phone, and in-app notifications
Created and managed project documentation, including:
Project Mind Map
WBS Mind Map
Roadmap
Backlog
Project Data
Critical Path
Estimate
Ground Rules
Team Building Activities
Candidate Screening Questions
List of Techniques and Technologies for Managing Layout
PM Reports
Project Risks
Client Questions
RACI
Schedule Tracking Tools
SCRAM Events
SOW
Stakeholder Register
Team Schedule Management Plan
General Budget
FP Schedule+Cost
Test Plan
Project Closing Checklist
 Utilized a range of project management tools and techniques to ensure successful project delivery."
483,"Highly creative and agile specialist with 3+ years of experience in social media marketing, video production, and creative project management. Proven track record of developing effective social media strategies and content calendars based on trends and innovative approaches.

Results-driven professional with expertise in:
- Developing social media strategies for businesses
- Concept development for content calendars
- Video production, script writing, and concept development
- Market research, trend tracking, and engagement boosting via video

Freelance Video Production (2021-2022)
- Produced videos for 25+ businesses across various industries (restaurants, real estate, educational institutions, fashion)
- Completed 50+ private event productions and created 10+ stock footage pieces in collaboration with a video operator
- Conducted market research, tracked trends, and enhanced client engagement through video on social media platforms
- Maintained transparent communication with clients and managed project budgets

Marketing Specialist, Houston Pub (2020-2021)
- Collaborated with a graphic designer to develop a comprehensive marketing strategy and branding
- Created and implemented a marketing roadmap, leading a team of 4 (including designers, a photographer, and a video operator)
- Managed social media presence, communicated with the target audience, and grew the Instagram audience while boosting engagement
- Effectively managed project budgets to meet marketing objectives

Skilled in:
- Social media strategy development
- Content calendar creation
- Video production
- Team management and leadership
- Time and budget management
- Strong relationship building and communication"
484,"Vinnytsia IT Academy
Internship Project Manager
- Prepared technical requirements of the project and fixed requirements
- Organized team meetings
- Assigned tasks to team members and controlled work with tasks
- Prepared reports for customer and organization meetings

Taurus-Group
Project Manager/Account Manager
- Accompanied clients throughout the logistics process
- Controlled payments, prepared reports, and handled customs and delivery documentation
- Managed company web projects and prepared presentations for webinars
- Organized webinars

SkillmePro
Project Manager
- Prepared project documentation, including project brief and technical requirements for designers, layout designers, developers, targetologists, PPC specialists, and copywriters
- Assigned tasks to team members and monitored their implementation
- Controlled payments and prepared project reports
- Prepared presentations and organized webinars

KNB-Studio (Kornienko-studio)
Assistant to Project Manager, Account Manager
- Accompanied studio clients throughout project stages
- Prepared project documentation, including project brief and technical requirements for designers, layout designers, developers, targetologists, PPC specialists, and copywriters
- Assigned tasks to team members, monitored implementation, and determined deadlines
- Coordinated client work, protected studio solutions, and addressed objections and edits
- Controlled payments, prepared project reports, and processed client feedback
- Participated in team meetings and project discussions
- Organized recruitment, conducted interviews, and internships"
485,"Vogue Hotel Bodrum 
Assistant Manager 
2020-2022
- Achieved the highest reviews and top ranking on TripAdvisor for the Kids Club in 2020 season through team efforts and leadership.
- Managed day-to-day administrative activities, including scheduling, reporting, surveying, performance reviews, and staffing.
- Made decisions on methodological, administrative, and financial issues.
- Managed inventory of goods in the warehouse.
- Gathered, analyzed, and monitored attendance data.
- Conducted candidate searches, selections, and interviews.

Vogue Hotel Bodrum 
Chief Kids Club 
2018-2019
- Increased Kids Club popularity by 15% in 2019.
- Improved animator productivity by 20%, resulting in a promotion to a supervisor position.

Vogue Hotel Supreme Bodrum, Turkey 
Assistant Manager 
2020-2022
- Planned, organized, and managed administrative activities, including scheduling, reporting, and staffing.
- Made decisions on methodological, administrative, and financial issues.
- Managed inventory in the warehouse.
- Gathered, analyzed, and monitored attendance data.
- Conducted candidate searches, selections, and interviews.

Rainier Transportation Inc Logistic 
HR Manager 
2019-2020
- Searched, attracted, selected, and interviewed driver candidates.
- Posted job vacancies in media.
- Collected necessary documents and entered them into the system.
- Resolved issues during loading and unloading.
- Provided telephone support.

Vogue Hotel Supreme Bodrum, Turkey 
Chief for Attendants 
2015-2016, 2018-2019
- Managed animator duties.
- Organized day-to-day activities and schedules.
- Trained and mentored staff.
- Administered HR tasks.

Beauty Salon, Ukraine 
Director 
2017-2018
- Developed the salon's name, logo, and marketing strategy.
- Created loyalty programs.
- Sourced consumables suppliers.
- Managed accounting and HR administration.
- Maintained customer base.
- Managed cash flow.
- Resolved problems.

StartUp «Babyliss», Ukraine 
Project Manager 
2016-2017
- Maintained primary documentation.
- Developed the brand's name, logo, and marketing strategy.
- Sourced fabric suppliers.
- Developed clothing prints.
- Formed costs.
- Controlled subordinate duties.
- Administered HR tasks.

LLC «ERGOTEK», LLC «DREAM FOODS», «FISHMATIK», Ukraine 
Accountant 
2012-2015
- Followed director's instructions.
- Utilized specialized accounting software (Microsoft Office).
- Managed cash flow and banking operations.
- Administered HR tasks.
- Prepared financial reports for management.
- Conducted accounting and tax accounting.
- Supported foreign trade activities.
- Reconciled and settled with suppliers and customers.
- Maintained primary documentation.
- Analyzed accounts receivable and payable."
486,"Self-made Business Owner & Entrepreneur
Postal Delivery Service (hiring 7 people)

Volunteer Experience:
Russian War against Ukraine, Feb 2022 - Present
- Collected funds for the Ukrainian army ($40,000 donated)
- Produced trench candles for support
- Coordinated aid for displaced people
- Sent postcards to global leaders and maintained an active social media presence to promote international support for Ukraine

Founder:
- Meest Postal-Logistic Departments in Netishyn & Slavuta, June 2020 - Present
- Eco-Farm in Netishyn, Sep 2017 - Dec 2021

Leadership Experience:
- Led electoral efforts in Netishyn during Ukraine’s Presidential, Parliamentary, and local elections, Feb 2019 - Oct 2020

International Projects:
- Organized a charity project between Finland and Ukraine, Apr 2012, providing 15 tons of medical equipment to Ukrainian hospitals and individuals with limited abilities

Education:
- Bachelor of Environmental Engineering, Tampere University of Applied Sciences, Finland, 2011-2015
- Erasmus Exchange Program in Spatial Planning and Environmental Management, Dublin Institute of Technology, Ireland, 2013

Career Transition:
Aspiring IT professional with a background in project management, seeking to apply existing skills in a new field and commit to continuous learning and development.

Location: Netishyn, willing to relocate."
487,"Results-driven professional with experience in project management and stakeholder communication. Proven track record of resolving crisis situations and restoring projects in record time.

Key Achievements:
- Implemented effective measures to resolve crisis situations, restoring projects in record time
- Developed and implemented project tracking and control systems, improving project status understanding and preventing delays and budget overruns
- Created and implemented project performance evaluation systems, enabling timely issue identification and correction
- Ensured high customer and stakeholder satisfaction through quality project execution and meeting needs
- Identified and managed potential project risks, preventing problems and maintaining performance indicators
- Automated monitoring and reporting processes, reducing reporting time by 30% and increasing data accuracy

Project Experience:
VR Workplace - Virtual Office for Global Communications Holding
- Created an innovative platform for distributed team communication and collaboration
- Implemented project management best practices to ensure successful project delivery

Career Goals:
Seeking a challenging role with opportunities for creative expression and career growth, offering competitive compensation."
